제목,가사
헤어지면 모두 이런 건가요,"애초에 널 다 잊었다
생각도 안 했어 한동안
잠잠하다가도 들르게 돼 네 인스타
혹시 날 의식해서 올린 것은 아닐까
결국 다 내 바람이었지만
시간을 돌릴 수만 있다면
너를 놓지 않을 거야 난
정말 찌질하게라도 네
바짓가랑이라도 잡을
아니야 그건 아닌 거 같아
아무래도 널 쉽게 지울 수 없어
못해 난
어떤 여잘 봐도 나도 모르게
널 대입해 대입해
걔는 스타일이 성격이
너와 닮은 것 같아
다 잊었다고 말할 수 있을 땐
몇 년 뒤쯤에 Yeah
난 너무 서툴러 이별이란 게
헤어지면 모두 이런 건가요
진짜 사랑은 사랑은 진짜 어려운
것 같아 뭔말인지 알지
사랑은 때론 참 불같지만
떠나고 나면 참 뭣 같아
불쌍하다며 날 위로하지 마
어차피 너도 다 똑같아
나 몇 번 데였어도 다시
make it make it love
다시 사랑하고 싶어
너와의 길거리로
Go away 내게 가라고 해도 난 다시
No way 난 길이 없어 너 말곤
So 답답해 친구들은 나를 놀리지만
뭐 어때 원래 바보 같은 게 난데
어떤 여잘 봐도 나도 모르게
널 대입해 대입해
걔는 스타일이 성격이
너와 닮은 것 같아
다 잊었다고 말할 수 있을 땐
몇 년 뒤쯤에 Yeah
난 너무 서툴러 이별이란 게
헤어지면 모두 이런 건가요"
우리 사랑은,"만약 우리 사는 동안 아픔이 없다면
단지 짧은 삶이 그리 의미가 있을까
나는 바람도 버티기 힘들곤 하지
그래도 괜찮아질 거야
만약 우리 사는 동안 슬픔이 없다면
스쳐가는 80년이 의미가 있을까
거리를 걷다가 철렁 엎드리곤 해도
그래도 괜찮아질 거야
마음들은 전부 소중했던 추억이니
전부 모아 살아갈래
다시 몰아치는 바람 찾아와도
우리 사랑은
만약 우리 걷던 길이 의미가 없다면
지금까지 여정들도 있지 않을 거야
나는 지금껏 발버둥친 게 다지만
그래도 잘 살아왔잖아
마음들은 전부 소중했던 추억이니
전부 모아 살아갈래
다시 몰아치는 바람 찾아와도
우리 사랑은
마치 다시 처음부터 돌아간 것처럼
갈피를 잡지 못해 또 엉엉엉 울다가
마음들은 전부 소중했던 추억이니
전부 모아 살아갈래
다시 몰아치는 바람 찾아와도
우리 사랑은"
시소,"내 맘속에 널 향한 사랑이 쌓인 건지
왜 하루 종일 머릿속에
그대가 떠오르는지
아마도 이건
가볍지 못한 내 탓이겠죠
그래서 나는
오늘도 깊이 가라앉아요
Oh 난 oh 난
그대가 떠오른다
like SEESAW SEESAW
그대만 떠오른다
like SEESAW SEESAW
맘의 무게가 달라서
우린 마주 볼 수 없지만
그대만 떠오른다
like SEESAW SEESAW SEESAW
내 맘속에 널 향한 사랑이 쌓인 건지
왜 시도 때도 뜬금없이
그대가 떠오르는지
그대에겐 그저
내 마음마저 부담이겠죠
그래서 나는 오늘도
깊이 가라앉아요
Oh 난 oh 난
그대가 떠오른다
like SEESAW SEESAW
그대만 떠오른다
like SEESAW SEESAW
맘의 무게가 달라서
우린 마주 볼 수 없지만
그대만 떠오른다
like SEESAW SEESAW SEESAW
이 맘을 받아준다면
나도 붕 뜨겠지만
어제도 오늘도 내일도
그대가 떠오른다
like SEESAW SEESAW
그대만 떠오른다
like SEESAW SEESAW
맘의 무게가 달라서
우린 마주 볼 수 없지만
그대만 떠오른다
like SEESAW SEESAW SEESAW"
Every Day,"깜빡이며 줄어드는 불빛이
점점 나를 감싸 올 때
두 눈은 계속 감겨오고
하나씩 선명해져 스쳐 갈 때
마주쳤던 모든 걸
문틈 사이 끼워두고
조용히 밖을 나와서
Every day and every day
또 어디에 가볼까
아쉬움에 고개를 돌려봐도
Every way and every place
모르던 곳에 가볼까
이제 나는 멀리 떠나갈 거야
늘 뒤에서 부르던
네 목소리 들려와도
멈추지 않고 따라서
Every day and every day
또 어디에 가볼까 아쉬움에
고개를 돌려봐도
Every way and every place
모르던 곳에 가볼까
이제 나는 멀리 떠나갈 거야
불빛들 따라 쫓아가면
어느새 다 사라져 버린 채
혼자 남겨져 있네
Every day and every day
난 어디에 있을까
외로워져 떠나기 싫어도
Every way and every place
모르는 곳에 가볼까
다시 나는 멀리 떠나갈 거야
Every day and every day
and every day"
엄살,"찬 바람이 불어오면
나는 옷깃을 여미지
장갑 목도리 귀마개
내복까지 입고 있는데
유난히도 추운걸
싫어하는 나는
장갑을 끼고 주머니에
손을 넣고
두바퀴 반쯤 감기다 만
목도리 사이로 들어오는
바람에 우네
유난히도 추운걸
싫어하는 나는
장갑을 끼고 주머니에
손을 넣고
두바퀴 반쯤 감기다 만
목도리 사이로 들어오는
바람에 우네
길고 길었던 그 겨울밤
내 옷깃을 열고 들어온건
너의 작은 몸
유난히도 따뜻했던
나의 손을
볼에 대고 좋아하던
니가 더 생각나는 밤
나나나
찬 바람이 불어오면"
방백,"이젠 나의 노래 속에도
넌 등장할 일이 없겠지만
내 낡은 스프링 노트에 
네 글씨마저
내가 어쩌지는 못할 거야
그대여 할 말이 있어도
내가 대신 묻지 않아줄게요
오 우리 젊은 사랑
슬퍼라 아름다웠기에
막차 태운 너의 눈동자도
아스라이 저어오는 아쉬움도
그렇게 남겨진 
마지막 우리 장면이
나를 철없이 울게 할 거야
그대여 할 말이 있어도
내가 대신 묻지 않아줄게요
오 우리 젊은 사랑
슬퍼라 아름다웠기에
darling darling
you were my youth
you were my home
darling darling
you were my everything
darling darling
you were my youth
you were my home
darling darling
you were my everything
둘이서 밤새 저지른 
추억을 돌아보니
오 우린 사랑을 했네
근사한 너의 이름을
마지막 마지막 한 번만 
부르고 가겠소"
쉿,"쉿 조용한 너의 속삭임
쉿 눈이 마주치면 웃어
우리 둘만의 비밀
말할 수 없는 느낌
함께라면 어디든지 다 좋아
내가 부른 노래로
네가 흘린 눈물들 모두
닦아 불러 줄게 뚝 그쳐
우리 둘만의 비밀
말할 수 없는 느낌
함께 라면 어디든지 다 좋아
내가 부른 노래로
네가 흘린 눈물들 뒤에
활짝 웃음 필 거야
활짝 미소 지을 거야
메마른 땅에 내린 비처럼
내 마음속에 너가 필요한 사람
내가 부른 노래로
네가 흘린 눈물들 뒤에
활짝 웃음 필 거야"
야행,"오직 너에게만 나의 모든 걸 줄게
내 품 안에 그대 향기로 채울게
그댄 나의 우주 
cause you are my only
내 안에 가득해
꿈이라면 깨어날 수 없게 
선명한 밤 불빛들 쏟아지면
어두운 밤 이 거리를 
채우는 낮은 속삭임
그댄 나만의 꿈 나만의 세계
내 곁에 머물렀던 날 감싸 안았던
그날의 온기가 아직 남아있는데
오늘 이 밤의 끝에 모두 사라진대도
나만의 널 찾아 떠날 거야
오직 너에게만 나의 모든 걸 줄게
내 품 안에 그대 향기로 채울게
그댄 나의 우주 
cause you are my only
내 안에 가득해 
아직은 서툴잖아 나도 나를 아는 게
어쩔 수 없는 밤은 길을 헤메이곤 해
어느새 내려오는 
비에 짙은 그대 향기 마른 날을 적시면
내게 기대 잠든 네 숨소리만 날 위로해
오직 너에게만 나의 모든 걸 줄게
내 품 안에 그대 향기로 채울게
그댄 나의 우주 
cause you are my only
내 안에 가득해 
오직 너에게만 나의 모든 걸 줄게
내 품 안에 그대 향기로 채울게
이 밤이 지면 빛을 잃지 않게
나 너에게 갈게 
I will find you 
you are my girl 
오직 너에게만 나의 모든 걸 줄게
내 품 안에 그대 향기로 채울게
이 밤이 지면 빛을 잃지 않게 너의 곁에 
I'm always with you"
마츠코,"사랑받기 위해 못된 말을 하고
사랑받기 위해 거짓을 말하지
이렇게 해야 사랑받을 수 있는 나라서
난 늘 더럽혀져있어
철없이 또 사랑을
구걸하다 나는 또
멀어져 가는 네 뒷모습을 놓지 못해
사랑받기 위해 애썼던 나는
그것 또한 나의 사랑이라고
믿었던 나야
참 멍청하지 아아
사랑받기 위해 못된 말을 하고
사랑받기 위해 거짓을 말하지
이렇게 해야 사랑받을 수 있는 나라서
난 늘 더럽혀져있어
사랑받기 위해 눈물을 삼키고
사랑받기 위한 표정을 지었어
이렇게 해야 사랑받을 수 있는
나라서 난 늘 더럽혀져있어"
함께해줘,"매일 아침 서로 바라보고
함께 마주 보며 사랑
한다 말할 수 있게
지금처럼 함께해줘
너의 모든 순간에 함께 
할 거라 말하고 싶어
너를 가장 사랑하는
사람이 될 수 있게
네 사람이 될 수 있게
조금은 진지해야 해
조금은 떨릴지 몰라
한마디 한마디가 내 진심이고
약속이 될 테니까
상상해 왔던 모습의
우린 아닐지 모르지만
상상을 이뤄나갈 생각에 설레
쉽지 만은 않은 
일상을 만나겠지
지금 이 순간 같은 
마음을 뒤로하고
모진 말들을 서로에게 
던질 때도 많을 거야
하지만 변하지 않을 거야
매일 아침 서로 바라보고
함께 마주 보며 사랑
한다 말할 수 있게
지금처럼 함께해줘
너의 모든 순간에 함께 
할 거라 말하고 싶어
너를 가장 사랑하는
사람이 될 수 있게
네 사람이 될 수 있게
우리의 사랑은 
더욱더 견고해져
한참이 지난 우리의 모습에서 
바라본다면
완전해져 있을 거야
그 어떤 말로도 
다 담을 수 없어
다 포기하는 한이 있더라도
더 주지 못해 미안할 만큼
매일 아침 서로 바라보고
함께 마주 보며 사랑
한다 말할 수 있게
지금처럼 함께해줘
너의 모든 순간에 함께 
할 거라 말하고 싶어
너를 가장 사랑하는
사람이 될 수 있게
네 사람이 될 수 있게
매일 아침 서로 바라보고
함께 마주 보며 사랑
한다 말할 수 있게
지금처럼 함께해줘
너의 모든 순간에 함께 
할 거라 말하고 싶어
너를 가장 사랑하는
사람이 될 수 있게
네 사람이 될 수 있게"
Happyhappyhappylife,"가만히 시계를 보던 날 그게 멈춘 날
내게 찾아와버린 너에게 홀린 나
창문 사이 피어오른 꽃도
내 짧은 머리칼도
지난 시간이 말을 걸어
삼킨 대답은 달콤히 파고들어
지금 날 취하게 만들어
네 밤에 저문 건 하나도 없어
눈부신 반딧불인 떨어지지 않아
내 앞에 보인 신호는 모두 푸른 눈
졸리워 닫히지 않는 멈춘 출입문
네 밤에 저문 건 하나도 없어
눈부신 반딧불인 떨어지지 않아
부풀은 풍선은 멀리 날아가고
지금 이 순간은 끝내 영원할 거야
네 밤에 저문 건 하나도 없어
눈부신 반딧불인 떨어지지 않아
부풀은 풍선은 멀리 날아가고
지금 이 순간은 끝내 영원할 거야"
여울,"그대 생각이
또 내 맘을 훑어도
아무렇지
않을게요
또 눈을 감추고
난 내 입을 막고서
아무렇지
않을게요
또 집에 오는 길
홀로 걷는 내가 또
왜 바보같이
나여야 하지
수 없이 많은 밤
또 흩어질 이 생각도
날 부술만큼
아파야 하지
그대 생각이
또 내 맘을 훑어도
아무렇지
않을게요
또 눈을 감추고
난 내 입을 막고서
아무렇지
않을까요
그대 모습들
나의 생각
아무렇지 않게
또 아무렇지 않게
여울지는 마음
그 속에
그대 모습들
나의 생각
아무렇지 않게
또 아무렇지 않게
여울지는 마음
그 속에
그대 생각이
또 내 맘을 훑어요
나는 이제
어떡해요
또 꿈에 와줘요
내 안에 있어요
나를 이제
놓지마요"
달,"그 말들이 너무 싫어 난
또 나에게 오기전에
새까만 밤이 내 작은 창문에
난 이제 또 도망쳐야 해
난 낮에도
하얗게 뜬 달 위에
매일 똑같은 내가 보여
또 너에겐
까맣게 타버린 재처럼
한없이 가벼운 데
난 저 달을 보고
또 말해 줄게
내가 다 망친 걸
난 저 달을 보며
네게 말해 줄게
또 마음에 없는 얘길"
결국,"또 내 날에
그려진 듯
조금 흐릿한 배경안에
다시 나는
웃어보며
계속 밀어내 보았지만
똑같은 날과
넌 내 눈물을
원한 듯해
결국엔 나도
이젠 어려운 말들에
숨어야 해
아무렇지
않은데도
나는 무엇도 보지 않고
뿌옇게 난
흩어져도
너는 기억해 줄 수 있니
똑같은
날들에 그려진
표정을 선명히
채우고 있는듯해"
starstarstar,"난 저 별이 지나면
떠올릴 이름도
떠올릴 사람도
내 조그만 방안에
잔뜩 어질러 놓은
별들이 계속 빛나서
넌 멀리
저기 저 멀리
눈부신
별 같이
널 아주 많이
생각해 다시
내 앞에
있듯이
넌 나의 별이 되고
또 내 밤에 환한 빛이 돼
지구에 끝에 서서 너가
나를 보며 웃을 때
넌 내게 무슨 말을
하려는지 다 알 것 같애
지구에 끝에 서서 우리
둘이 입을 맞추게 
넌 나의 별이 되고
또 내 밤에 환한 빛이 돼
지구에 끝에 서서 너가
나를 보며 웃을 때
넌 내게 무슨 말을
하려는지 다 알 것 같애
지구에 끝에 서서 우리
둘이 입을 맞추게 
넌 나의 별이 되고
또 내 밤에 환한 빛이 돼
지구에 끝에 서서 너가
나를 보며 웃을 때
넌 내게 무슨 말을
하려는지 다 알 것 같애
지구에 끝에 서서 우리
둘이 입을 맞추게"
고열,"난 잠에 들지 못해
또 추운 여름 밤엔
에어컨 앞에서 서서
내 머리를 식히고서
남은 밤을 보내
내 눈이 감길 때엔
새하얀 천장아래
조금씩 빛이 고이는 게
난 또 왜 이렇게
더 바보같이
늘 너가 보면 안될 일만
아 내 생각들이
또 너를 잔뜩
불편하게 만들겠구나
또 까만 밤이 지나면
씻은 듯 나을 아픔도
다시 밤이 오면 또
내게 돌아올 걸
아직 나만이 생각할
그 기억속에서 넌
어떤 이유에선가
나를 보며 웃었네
또 뜨거워진
이 공기속에
네 향기들만
아 또 바보같은
내 모습에는
넌 어울리지 않는 걸
또 까만 밤이 지나면
씻은 듯 나을 아픔도
다시 밤이 오면 또
내게 돌아올 걸
아직 나만이 생각할
그 기억속에서 넌
어떤 이유에선가
나를 보며 웃었네
또 뜨거워진
이 공기속에
네 향기들만
아 또 바보같은
내 모습에는
넌 어울리지 않는 걸
또 까만 밤이 지나면
씻은 듯 나을 아픔도
다시 밤이 오면 또
내게 돌아올 걸
아직 나만이 생각할
그 기억속에서 넌
어떤 이유에선가
나를 보며 웃었네
또 까만 밤이 지나면
씻은 듯 나을 아픔도
다시 밤이 오면 또
내게 돌아올 걸
아직 나만이 생각할
그 기억속에서 넌
어떤 이유에선가
나를 보며 웃었네"
lovememore.,"나의 밤이
또 가기 전에
내게 말을 걸어줘
이 머문 손길에
이제 나를 가득 담고서 
너의 밤이
어떤 의미를
갖는지도 내게 말해줘
그 말의 무게를
내가 느낄 수가 있도록
더 나를 많이
또 바라 봐줘
내일이 되면 다
잊어도
날 니 품 안에
가득 안아줘
나를 사랑해줘
너의 날 보다
이제 우리
또 다시 너의
기억들을 두고서
이 밤에 손 끝에
지난 생각들을 지우고
어떤 맘이
또 너를
괴롭히는 지도 말해줘
새까만 밤 속에
우릴 덮을 수가 있도록
더 나를 많이
또 바라 봐줘
내일이 되면 다
잊어도
날 니 품 안에
가득 안아줘
나를 사랑해줘
너의 날 보다"
너의궤도,"넌 나의 모든 걸 가진 채로 말야 
날 부르고 있어 
저기 저 먼 곳에 
우리는 조금씩 가까워지고선 
아무 일도 없듯이 
아무 일도 없듯이 
난 이런게 
조금씩 
어려워 
아 만약에 
우리가 
지금 만날 수 있다면 
너의 궤도 안에 갇힌 
날 끌어안고 
우린 끝이 없는 시간을 
헤엄쳤어 
이 의미 없는 회전을 
계속하고 
날 보는 너는 나를 
또 끌어당겨 
넌 나의 모든 걸 가진 채로 말야 
날 부르고 있어 
저기 저 먼 곳에 
우리는 조금씩 가까워지고선 
아무 일도 없듯이 
아무 일도 없듯이 
난 이런게 
조금씩 
어려워 
아 만약에 
우리가 
지금 만날 수 있다면 
너의 궤도 안에 갇힌 
날 끌어안고 
우린 끝이 없는 시간을 
헤엄쳤어 
이 의미 없는 회전을 
계속하고
날 보는 너는 나를 
또 끌어당겨 
너의 궤도 안에 갇힌
날 끌어안고
우린 끝이 없는 시간을
헤엄쳤어
이 의미 없는 회전을
계속하고
날 보는 너는 나를
또 끌어당겨"
